OrganizationIdentifier.x,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.TimeZoneCode,MonitoringLocationIdentifier,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure
USGS-IN,Water,Surface Water,8/28/2017,EST,USGS-394340085524601,Dissolved,7.55,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,9/12/2017,EST,USGS-394340085524601,Dissolved,5.65,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,9/25/2017,EST,USGS-394340085524601,Dissolved,0.01,ug/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,9/25/2017,EST,USGS-394340085524601,Dissolved,4.57,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,10/13/2017,EST,USGS-394340085524601,Dissolved,4.49,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,11/14/2017,EST,USGS-394340085524601,Dissolved,3.29,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,12/13/2017,EST,USGS-394340085524601,Dissolved,NA,No Unit,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,1/9/2018,EST,USGS-394340085524601,Dissolved,NA,No Unit,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,2/9/2018,EST,USGS-394340085524601,Dissolved,2.08,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,2/26/2018,EST,USGS-394340085524601,Dissolved,2.92,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,3/15/2018,EST,USGS-394340085524601,Dissolved,NA,No Unit,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,3/27/2018,EST,USGS-394340085524601,Dissolved,2.92,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,4/13/2018,EST,USGS-394340085524601,Dissolved,4.19,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,4/27/2018,EST,USGS-394340085524601,Dissolved,NA,No Unit,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,5/18/2018,EST,USGS-394340085524601,Dissolved,5.77,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,5/29/2018,EST,USGS-394340085524601,Dissolved,2.6,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,6/8/2018,EST,USGS-394340085524601,Dissolved,9.21,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,6/18/2018,EST,USGS-394340085524601,Dissolved,14.2,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,6/29/2018,EST,USGS-394340085524601,Dissolved,5.87,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,7/9/2018,EST,USGS-394340085524601,Dissolved,4.47,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,7/20/2018,EST,USGS-394340085524601,Dissolved,13.8,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,7/30/2018,EST,USGS-394340085524601,Dissolved,7.26,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,8/9/2018,EST,USGS-394340085524601,Dissolved,11,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,8/20/2018,EST,USGS-394340085524601,Dissolved,49.7,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,8/28/2018,EST,USGS-394340085524601,Dissolved,15.7,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,9/12/2018,EST,USGS-394340085524601,Dissolved,8.19,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,9/26/2018,EST,USGS-394340085524601,Dissolved,5.69,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,10/18/2018,EST,USGS-394340085524601,Dissolved,3.05,ng/l,39.7278214,-85.8794246
USGS-IN,Water,Surface Water,11/29/2018,EST,USGS-394340085524601,Dissolved,3.97,ng/l,39.7278214,-85.8794246
USGS-KY,Water,Surface Water,1/21/2016,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,2/4/2016,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,2/24/2016,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,3/9/2016,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,3/22/2016,CDT,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,4/5/2016,CDT,USGS-03303280,Dissolved,3.15,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,4/26/2016,CDT,USGS-03303280,Dissolved,2.87,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,5/10/2016,CDT,USGS-03303280,Dissolved,4.67,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,5/25/2016,CDT,USGS-03303280,Dissolved,8.31,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,8/9/2016,CDT,USGS-03303280,Dissolved,5.58,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,9/7/2016,CDT,USGS-03303280,Dissolved,11,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,10/25/2016,CDT,USGS-03303280,Dissolved,10.9,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,12/6/2016,CST,USGS-03303280,Dissolved,8.38,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,1/4/2017,CST,USGS-03303280,Dissolved,1.82,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,1/26/2017,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,2/2/2017,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,2/22/2017,CST,USGS-03303280,Dissolved,2.5,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,3/9/2017,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,3/29/2017,CDT,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,4/13/2017,CDT,USGS-03303280,Dissolved,6.8,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,4/28/2017,CDT,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,5/16/2017,CDT,USGS-03303280,Dissolved,3.56,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,5/31/2017,CDT,USGS-03303280,Dissolved,7.32,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,6/29/2017,CDT,USGS-03303280,Dissolved,8.19,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,8/15/2017,CDT,USGS-03303280,Dissolved,8.84,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,10/17/2017,CDT,USGS-03303280,Dissolved,7.14,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,1/11/2018,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,1/30/2018,CST,USGS-03303280,Dissolved,1.82,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,2/13/2018,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,2/26/2018,CST,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,3/14/2018,CDT,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,3/28/2018,CDT,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,4/10/2018,CDT,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,4/24/2018,CDT,USGS-03303280,Dissolved,NA,No Unit,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,5/8/2018,CDT,USGS-03303280,Dissolved,20.6,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,6/12/2018,CDT,USGS-03303280,Dissolved,7.98,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,8/7/2018,CDT,USGS-03303280,Dissolved,11.8,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,9/5/2018,CDT,USGS-03303280,Dissolved,7,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,10/25/2018,CDT,USGS-03303280,Dissolved,2.79,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,12/6/2018,CST,USGS-03303280,Dissolved,1.59,ng/l,37.8995009,-86.7055418
USGS-KY,Water,Surface Water,1/20/2016,CST,USGS-03378500,Dissolved,NA,No Unit,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,2/3/2016,CST,USGS-03378500,Dissolved,3.15,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,2/23/2016,CST,USGS-03378500,Dissolved,NA,No Unit,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,3/8/2016,CST,USGS-03378500,Dissolved,2.55,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,3/21/2016,CDT,USGS-03378500,Dissolved,2.1,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,4/4/2016,CDT,USGS-03378500,Dissolved,10.5,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,4/25/2016,CDT,USGS-03378500,Dissolved,8.08,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,5/9/2016,CDT,USGS-03378500,Dissolved,10.8,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,7/25/2016,CDT,USGS-03378500,Dissolved,15.6,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,8/8/2016,CDT,USGS-03378500,Dissolved,18.3,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,9/6/2016,CDT,USGS-03378500,Dissolved,17,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,10/24/2016,CDT,USGS-03378500,Dissolved,7.13,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,12/5/2016,CST,USGS-03378500,Dissolved,5.91,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,1/3/2017,CST,USGS-03378500,Dissolved,3.76,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,1/25/2017,CST,USGS-03378500,Dissolved,NA,No Unit,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,2/1/2017,CST,USGS-03378500,Dissolved,2.73,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,2/21/2017,CST,USGS-03378500,Dissolved,2.95,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,3/8/2017,CST,USGS-03378500,Dissolved,4.13,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,3/28/2017,CDT,USGS-03378500,Dissolved,NA,No Unit,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,4/12/2017,CDT,USGS-03378500,Dissolved,5.34,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,4/27/2017,CDT,USGS-03378500,Dissolved,9.42,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,5/15/2017,CDT,USGS-03378500,Dissolved,9.11,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,6/28/2017,CDT,USGS-03378500,Dissolved,5.5,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,7/24/2017,CDT,USGS-03378500,Dissolved,6.45,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,8/14/2017,CDT,USGS-03378500,Dissolved,7.05,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,10/16/2017,CDT,USGS-03378500,Dissolved,10.2,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,1/29/2018,CST,USGS-03378500,Dissolved,2.84,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,2/12/2018,CST,USGS-03378500,Dissolved,2.63,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,2/27/2018,CST,USGS-03378500,Dissolved,2.99,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,3/13/2018,CDT,USGS-03378500,Dissolved,NA,No Unit,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,3/26/2018,CDT,USGS-03378500,Dissolved,4.12,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,4/9/2018,CDT,USGS-03378500,Dissolved,3.78,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,4/23/2018,CDT,USGS-03378500,Dissolved,2.97,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,5/7/2018,CDT,USGS-03378500,Dissolved,5.62,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,5/24/2018,CDT,USGS-03378500,Dissolved,9.95,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,6/11/2018,CDT,USGS-03378500,Dissolved,14.6,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,8/6/2018,CDT,USGS-03378500,Dissolved,21.4,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,9/4/2018,CDT,USGS-03378500,Dissolved,13.9,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,10/24/2018,CDT,USGS-03378500,Dissolved,7.26,ng/l,38.1319901,-87.9403079
USGS-KY,Water,Surface Water,12/7/2018,CST,USGS-03378500,Dissolved,2.83,ng/l,38.1319901,-87.9403079
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0029,Dissolved,NA,ng/l,41.620421,-87.091457
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0029,Dissolved,NA,ng/l,41.620421,-87.091457
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0029,Dissolved,NA,ng/l,41.620421,-87.091457
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0082,Dissolved,NA,ng/l,41.701333,-86.940232
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0082,Dissolved,NA,ng/l,41.701333,-86.940232
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0144,Dissolved,NA,ng/l,41.643551,-87.042884
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0144,Dissolved,22.3,ng/l,41.643551,-87.042884
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0164,Dissolved,NA,ng/l,41.650861,-87.043104
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0164,Dissolved,NA,ng/l,41.650861,-87.043104
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0243,Dissolved,NA,ng/l,41.68494,-86.954848
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0243,Dissolved,NA,ng/l,41.68494,-86.954848
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0262,Dissolved,109,%recovery,41.667952,-86.995702
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0262,Dissolved,102,%recovery,41.667952,-86.995702
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0262,Dissolved,NA,ng/l,41.667952,-86.995702
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0262,Dissolved,100,%recovery,41.667952,-86.995702
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0262,Dissolved,109,%recovery,41.667952,-86.995702
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0262,Dissolved,NA,ng/l,41.667952,-86.995702
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0262,Dissolved,NA,ng/l,41.667952,-86.995702
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0328,Dissolved,NA,ng/l,41.671352,-86.987923
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0328,Dissolved,NA,ng/l,41.671352,-86.987923
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0405,Dissolved,NA,ng/l,41.685579,-86.9994
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0405,Dissolved,NA,ng/l,41.685579,-86.9994
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0459,Dissolved,NA,ng/l,41.623838,-86.980777
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0459,Dissolved,NA,ng/l,41.623838,-86.980777
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0475,Dissolved,NA,ng/l,41.627394,-86.952503
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0475,Dissolved,NA,ng/l,41.627394,-86.952503
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0503,Dissolved,NA,ng/l,41.622278,-87.087742
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0503,Dissolved,NA,ng/l,41.622278,-87.087742
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0503,Dissolved,NA,ng/l,41.622278,-87.087742
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0539,Dissolved,NA,ng/l,41.622387,-87.093797
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0539,Dissolved,NA,ng/l,41.622387,-87.093797
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0900,Dissolved,NA,ng/l,41.612456,-87.147137
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0900,Dissolved,NA,ng/l,41.612456,-87.147137
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0900,Dissolved,NA,ng/l,41.612456,-87.147137
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0901,Dissolved,NA,ng/l,41.629716,-86.941804
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0901,Dissolved,NA,ng/l,41.629716,-86.941804
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0902,Dissolved,NA,ng/l,41.608867,-87.049684
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0902,Dissolved,NA,ng/l,41.608867,-87.049684
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0903,Dissolved,NA,ng/l,41.61722,-86.941943
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0903,Dissolved,NA,ng/l,41.61722,-86.941943
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0904,Dissolved,NA,ng/l,41.599712,-87.048395
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0904,Dissolved,NA,ng/l,41.599712,-87.048395
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0905,Dissolved,NA,ng/l,41.616913,-87.03231
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0905,Dissolved,NA,ng/l,41.616913,-87.03231
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0905,Dissolved,NA,ng/l,41.616913,-87.03231
11NPSWRD_WQX,Water,,4/14/2016,CDT,11NPSWRD_WQX-INDU_3P_0906,Dissolved,NA,ng/l,41.617223,-87.050261
11NPSWRD_WQX,Water,,11/14/2016,CST,11NPSWRD_WQX-INDU_3P_0906,Dissolved,NA,ng/l,41.617223,-87.050261
USGS-KS,Water,Surface Water,2/8/2016,CST,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/3/2016,CST,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/21/2016,CDT,USGS-06892350,Dissolved,2.39,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/21/2016,CDT,USGS-06892350,Dissolved,2.94,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,4/4/2016,CDT,USGS-06892350,Dissolved,3.04,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,4/18/2016,CDT,USGS-06892350,Dissolved,2.44,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,5/2/2016,CDT,USGS-06892350,Dissolved,9.41,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,5/16/2016,CDT,USGS-06892350,Dissolved,8.29,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/6/2016,CDT,USGS-06892350,Dissolved,3.76,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/6/2016,CDT,USGS-06892350,Dissolved,4.03,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/20/2016,CDT,USGS-06892350,Dissolved,6.85,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,7/11/2016,CDT,USGS-06892350,Dissolved,5.13,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,8/8/2016,CDT,USGS-06892350,Dissolved,9.25,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,10/24/2016,CDT,USGS-06892350,Dissolved,2.2,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,12/12/2016,CST,USGS-06892350,Dissolved,4.72,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,1/9/2017,CST,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,2/6/2017,CST,USGS-06892350,Dissolved,3.28,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/6/2017,CST,USGS-06892350,Dissolved,2.58,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/6/2017,CST,USGS-06892350,Dissolved,3.18,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/20/2017,CDT,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,4/10/2017,CDT,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,4/25/2017,CDT,USGS-06892350,Dissolved,4.43,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,5/8/2017,CDT,USGS-06892350,Dissolved,6.23,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,5/22/2017,CDT,USGS-06892350,Dissolved,6.14,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/5/2017,CDT,USGS-06892350,Dissolved,3.7,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/5/2017,CDT,USGS-06892350,Dissolved,3.48,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/19/2017,CDT,USGS-06892350,Dissolved,9.58,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/19/2017,CDT,USGS-06892350,Dissolved,0.013,ug/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,7/10/2017,CDT,USGS-06892350,Dissolved,4.5,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,8/7/2017,CDT,USGS-06892350,Dissolved,3.86,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,8/7/2017,CDT,USGS-06892350,Dissolved,0.009,ug/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,10/23/2017,CDT,USGS-06892350,Dissolved,5.35,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,10/23/2017,CDT,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,12/11/2017,CST,USGS-06892350,Dissolved,5.6,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,1/10/2018,CST,USGS-06892350,Dissolved,4.14,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,2/5/2018,CST,USGS-06892350,Dissolved,2.57,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/5/2018,CST,USGS-06892350,Dissolved,3.23,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/5/2018,CST,USGS-06892350,Dissolved,3.09,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,3/20/2018,CDT,USGS-06892350,Dissolved,2.29,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,4/16/2018,CDT,USGS-06892350,Dissolved,5.96,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,4/30/2018,CDT,USGS-06892350,Dissolved,9.18,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,5/15/2018,CDT,USGS-06892350,Dissolved,4.92,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,5/29/2018,CDT,USGS-06892350,Dissolved,6.78,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/11/2018,CDT,USGS-06892350,Dissolved,10.4,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/25/2018,CDT,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,6/25/2018,CDT,USGS-06892350,Dissolved,NA,No Unit,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,7/16/2018,CDT,USGS-06892350,Dissolved,7.28,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,8/21/2018,CDT,USGS-06892350,Dissolved,16.3,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,10/11/2018,CDT,USGS-06892350,Dissolved,2.97,ng/l,38.9833375,-94.9646893
USGS-KS,Water,Surface Water,5/2/2016,CDT,USGS-07143672,Dissolved,NA,No Unit,38.0286223,-97.540597
USGS-KS,Water,Surface Water,6/1/2016,CDT,USGS-07143672,Dissolved,0.007,ug/l,38.0286223,-97.540597
USGS-KS,Water,Surface Water,7/5/2016,CDT,USGS-07143672,Dissolved,0.01,ug/l,38.0286223,-97.540597
USGS-KS,Water,Surface Water,8/10/2016,CDT,USGS-07143672,Dissolved,0.018,ug/l,38.0286223,-97.540597
USGS-KS,Water,Surface Water,3/30/2017,CDT,USGS-07143672,Dissolved,0.018,ug/l,38.0286223,-97.540597
USGS-KS,Water,Surface Water,5/30/2017,CDT,USGS-07143672,Dissolved,0.01,ug/l,38.0286223,-97.540597
USGS-KS,Water,Surface Water,6/27/2017,CDT,USGS-07143672,Dissolved,NA,No Unit,38.0286223,-97.540597
USGS-KS,Water,Surface Water,6/27/2017,CDT,USGS-07143672,Dissolved,NA,No Unit,38.0286223,-97.540597
