OrganizationIdentifier.x,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.TimeZoneCode,MonitoringLocationIdentifier,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure
USGS-TX,Water,Surface Water,2/8/2016,CST,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,3/9/2016,CST,USGS-08057410,Dissolved,3.75,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,4/8/2016,CDT,USGS-08057410,Dissolved,2.4,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,4/20/2016,CDT,USGS-08057410,Dissolved,5.33,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,5/11/2016,CDT,USGS-08057410,Dissolved,1.98,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,5/24/2016,CDT,USGS-08057410,Dissolved,2.59,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,6/9/2016,CDT,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,6/23/2016,CDT,USGS-08057410,Dissolved,2.59,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,7/6/2016,CDT,USGS-08057410,Dissolved,2.49,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,7/20/2016,CDT,USGS-08057410,Dissolved,1.64,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,8/2/2016,CDT,USGS-08057410,Dissolved,2.35,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,8/16/2016,CDT,USGS-08057410,Dissolved,2.69,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,9/6/2016,CDT,USGS-08057410,Dissolved,1.65,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,9/20/2016,CDT,USGS-08057410,Dissolved,2.61,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,10/3/2016,CDT,USGS-08057410,Dissolved,4.44,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,11/8/2016,CST,USGS-08057410,Dissolved,3.46,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,12/6/2016,CST,USGS-08057410,Dissolved,3.98,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,1/10/2017,CST,USGS-08057410,Dissolved,2.19,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,3/7/2017,CST,USGS-08057410,Dissolved,2.8,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,4/4/2017,CDT,USGS-08057410,Dissolved,5.35,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,4/18/2017,CDT,USGS-08057410,Dissolved,6.32,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,5/2/2017,CDT,USGS-08057410,Dissolved,2.65,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,5/16/2017,CDT,USGS-08057410,Dissolved,2.34,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,6/6/2017,CDT,USGS-08057410,Dissolved,3.9,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,6/20/2017,CDT,USGS-08057410,Dissolved,3.73,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,6/20/2017,CDT,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,7/12/2017,CDT,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,7/25/2017,CDT,USGS-08057410,Dissolved,5.54,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,8/8/2017,CDT,USGS-08057410,Dissolved,5.92,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,8/8/2017,CDT,USGS-08057410,Dissolved,0.013,ug/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,8/22/2017,CDT,USGS-08057410,Dissolved,4.19,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,9/5/2017,CDT,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,9/19/2017,CDT,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,9/19/2017,CDT,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,10/3/2017,CDT,USGS-08057410,Dissolved,4.67,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,11/7/2017,CST,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,12/5/2017,CST,USGS-08057410,Dissolved,2.61,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,1/9/2018,CST,USGS-08057410,Dissolved,2.92,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,2/6/2018,CST,USGS-08057410,Dissolved,1.52,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,3/6/2018,CST,USGS-08057410,Dissolved,NA,No Unit,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,4/3/2018,CDT,USGS-08057410,Dissolved,3.53,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,4/17/2018,CDT,USGS-08057410,Dissolved,3.89,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,5/8/2018,CDT,USGS-08057410,Dissolved,4.88,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,5/22/2018,CDT,USGS-08057410,Dissolved,2.65,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,6/5/2018,CDT,USGS-08057410,Dissolved,4.34,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,6/19/2018,CDT,USGS-08057410,Dissolved,3.79,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,7/10/2018,CDT,USGS-08057410,Dissolved,5.51,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,7/24/2018,CDT,USGS-08057410,Dissolved,7.57,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,8/7/2018,CDT,USGS-08057410,Dissolved,3.91,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,8/21/2018,CDT,USGS-08057410,Dissolved,3.01,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,9/5/2018,CDT,USGS-08057410,Dissolved,2.67,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,9/18/2018,CDT,USGS-08057410,Dissolved,5.01,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,10/10/2018,CDT,USGS-08057410,Dissolved,2.31,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,11/15/2018,CST,USGS-08057410,Dissolved,1.59,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,12/11/2018,CST,USGS-08057410,Dissolved,2.44,ng/l,32.7076314,-96.7358319
USGS-TX,Water,Surface Water,1/20/2016,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,2/17/2016,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,3/16/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,4/5/2016,CDT,USGS-08116650,Dissolved,1.42,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,4/26/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,5/12/2016,CDT,USGS-08116650,Dissolved,1.67,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,5/25/2016,CDT,USGS-08116650,Dissolved,2.89,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,6/8/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,6/22/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,7/6/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,7/26/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,8/18/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,10/18/2016,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,12/6/2016,CST,USGS-08116650,Dissolved,3.19,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,1/10/2017,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,3/7/2017,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,4/5/2017,CDT,USGS-08116650,Dissolved,4.11,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,4/25/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,5/3/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,5/16/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,6/6/2017,CDT,USGS-08116650,Dissolved,3.93,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,6/27/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,7/11/2017,CDT,USGS-08116650,Dissolved,2.27,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,7/25/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,8/15/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,8/30/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,9/8/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,10/18/2017,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,12/12/2017,CST,USGS-08116650,Dissolved,1.28,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,1/9/2018,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,2/13/2018,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,3/6/2018,CST,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,4/3/2018,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,4/16/2018,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,5/9/2018,CDT,USGS-08116650,Dissolved,2.02,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,5/21/2018,CDT,USGS-08116650,Dissolved,1.21,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,6/5/2018,CDT,USGS-08116650,Dissolved,2.56,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,6/19/2018,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,7/10/2018,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,7/24/2018,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,8/7/2018,CDT,USGS-08116650,Dissolved,2.94,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,10/9/2018,CDT,USGS-08116650,Dissolved,NA,No Unit,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,12/11/2018,CST,USGS-08116650,Dissolved,2.84,ng/l,29.3496858,-95.5824448
USGS-TX,Water,Surface Water,5/26/2016,CDT,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,9/7/2016,CDT,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,12/14/2016,CST,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,4/26/2017,CDT,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,8/23/2017,CDT,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,12/14/2017,CST,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,4/18/2018,CDT,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,8/9/2018,CDT,USGS-08155500,Dissolved,NA,No Unit,30.2635417,-97.7713947
USGS-TX,Water,Surface Water,1/27/2016,CST,USGS-08164100,Dissolved,NA,No Unit,28.89832,-96.6049758
USGS-TX,Water,Surface Water,6/13/2016,CDT,USGS-08164100,Dissolved,NA,No Unit,28.89832,-96.6049758
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08164100,Dissolved,NA,No Unit,28.89832,-96.6049758
USGS-TX,Water,Surface Water,6/6/2017,CDT,USGS-08164100,Dissolved,0.016,ug/l,28.89832,-96.6049758
USGS-TX,Water,Surface Water,1/29/2018,CST,USGS-08164100,Dissolved,NA,No Unit,28.89832,-96.6049758
USGS-TX,Water,Surface Water,7/12/2018,CDT,USGS-08164100,Dissolved,NA,No Unit,28.89832,-96.6049758
USGS-TX,Water,Surface Water,1/27/2016,CST,USGS-08164390,Dissolved,NA,No Unit,29.0655357,-96.6741434
USGS-TX,Water,Surface Water,6/13/2016,CDT,USGS-08164390,Dissolved,NA,No Unit,29.0655357,-96.6741434
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08164390,Dissolved,NA,No Unit,29.0655357,-96.6741434
USGS-TX,Water,Surface Water,6/6/2017,CDT,USGS-08164390,Dissolved,NA,No Unit,29.0655357,-96.6741434
USGS-TX,Water,Surface Water,1/29/2018,CST,USGS-08164390,Dissolved,NA,No Unit,29.0655357,-96.6741434
USGS-TX,Water,Surface Water,7/12/2018,CDT,USGS-08164390,Dissolved,NA,No Unit,29.0655357,-96.6741434
USGS-TX,Water,Surface Water,1/27/2016,CST,USGS-08164450,Dissolved,NA,No Unit,29.1602539,-96.5463608
USGS-TX,Water,Surface Water,6/13/2016,CDT,USGS-08164450,Dissolved,NA,No Unit,29.1602539,-96.5463608
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08164450,Dissolved,NA,No Unit,29.1602539,-96.5463608
USGS-TX,Water,Surface Water,6/6/2017,CDT,USGS-08164450,Dissolved,NA,No Unit,29.1602539,-96.5463608
USGS-TX,Water,Surface Water,1/29/2018,CST,USGS-08164450,Dissolved,NA,No Unit,29.1602539,-96.5463608
USGS-TX,Water,Surface Water,7/18/2018,CDT,USGS-08164450,Dissolved,NA,No Unit,29.1602539,-96.5463608
USGS-TX,Water,Surface Water,1/27/2016,CST,USGS-08164503,Dissolved,NA,No Unit,29.0718583,-96.4680278
USGS-TX,Water,Surface Water,6/13/2016,CDT,USGS-08164503,Dissolved,NA,No Unit,29.0718583,-96.4680278
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08164503,Dissolved,NA,No Unit,29.0718583,-96.4680278
USGS-TX,Water,Surface Water,6/6/2017,CDT,USGS-08164503,Dissolved,NA,No Unit,29.0718583,-96.4680278
USGS-TX,Water,Surface Water,1/29/2018,CST,USGS-08164503,Dissolved,NA,No Unit,29.0718583,-96.4680278
USGS-TX,Water,Surface Water,7/12/2018,CDT,USGS-08164503,Dissolved,NA,No Unit,29.0718583,-96.4680278
USGS-TX,Water,Surface Water,1/27/2016,CST,USGS-08164504,Dissolved,NA,No Unit,29.0708123,-96.4171913
USGS-TX,Water,Surface Water,6/13/2016,CDT,USGS-08164504,Dissolved,0.006,ug/l,29.0708123,-96.4171913
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08164504,Dissolved,NA,No Unit,29.0708123,-96.4171913
USGS-TX,Water,Surface Water,6/6/2017,CDT,USGS-08164504,Dissolved,NA,No Unit,29.0708123,-96.4171913
USGS-TX,Water,Surface Water,1/29/2018,CST,USGS-08164504,Dissolved,NA,No Unit,29.0708123,-96.4171913
USGS-TX,Water,Surface Water,7/12/2018,CDT,USGS-08164504,Dissolved,NA,No Unit,29.0708123,-96.4171913
USGS-TX,Water,Surface Water,8/7/2017,CDT,USGS-08178585,Dissolved,NA,No Unit,29.6307814,-98.5655755
USGS-TX,Water,Surface Water,8/7/2017,CDT,USGS-08178585,Dissolved,NA,No Unit,29.6307814,-98.5655755
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08178585,Dissolved,NA,No Unit,29.6307814,-98.5655755
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08178585,Dissolved,NA,No Unit,29.6307814,-98.5655755
USGS-TX,Water,Surface Water,9/3/2018,CDT,USGS-08178585,Dissolved,NA,No Unit,29.6307814,-98.5655755
USGS-TX,Water,Surface Water,12/7/2018,CST,USGS-08178585,Dissolved,1.11,ng/l,29.6307814,-98.5655755
USGS-TX,Water,Surface Water,8/7/2017,CDT,USGS-08178638,Dissolved,NA,No Unit,29.6293861,-98.448825
USGS-TX,Water,Surface Water,8/7/2017,CDT,USGS-08178638,Dissolved,NA,No Unit,29.6293861,-98.448825
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08178638,Dissolved,NA,No Unit,29.6293861,-98.448825
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08178638,Dissolved,NA,No Unit,29.6293861,-98.448825
USGS-TX,Water,Surface Water,7/6/2018,CDT,USGS-08178638,Dissolved,NA,No Unit,29.6293861,-98.448825
USGS-TX,Water,Surface Water,7/6/2018,CDT,USGS-08178638,Dissolved,NA,No Unit,29.6293861,-98.448825
USGS-TX,Water,Surface Water,9/3/2018,CDT,USGS-08178638,Dissolved,NA,No Unit,29.6293861,-98.448825
USGS-TX,Water,Surface Water,6/2/2016,CDT,USGS-08180941,Dissolved,NA,No Unit,29.5391667,-98.7513889
USGS-TX,Water,Surface Water,8/7/2017,CDT,USGS-08180990,Dissolved,NA,No Unit,29.5930556,-98.5991667
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08180990,Dissolved,NA,No Unit,29.5930556,-98.5991667
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08180990,Dissolved,NA,No Unit,29.5930556,-98.5991667
USGS-TX,Water,Surface Water,7/9/2018,CDT,USGS-08180990,Dissolved,NA,No Unit,29.5930556,-98.5991667
USGS-TX,Water,Surface Water,7/9/2018,CDT,USGS-08180990,Dissolved,NA,No Unit,29.5930556,-98.5991667
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08181400,Dissolved,NA,No Unit,29.5785611,-98.6916896
USGS-TX,Water,Surface Water,3/28/2018,CDT,USGS-08181400,Dissolved,NA,No Unit,29.5785611,-98.6916896
USGS-TX,Water,Surface Water,7/9/2018,CDT,USGS-08181400,Dissolved,NA,No Unit,29.5785611,-98.6916896
USGS-TX,Water,Surface Water,7/9/2018,CDT,USGS-08181400,Dissolved,NA,No Unit,29.5785611,-98.6916896
USGS-TX,Water,Surface Water,9/3/2018,CDT,USGS-08181400,Dissolved,NA,No Unit,29.5785611,-98.6916896
USGS-TX,Water,Surface Water,6/28/2016,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,6/28/2016,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,8/25/2016,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,8/25/2016,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,8/16/2017,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,8/16/2017,CDT,USGS-08188600,Dissolved,4.19,ng/l,28.496667,-96.7710941
USGS-TX,Water,Surface Water,8/16/2017,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,8/16/2017,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,9/26/2018,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,9/26/2018,CDT,USGS-08188600,Dissolved,NA,No Unit,28.496667,-96.7710941
USGS-TX,Water,Surface Water,1/21/2016,CST,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Wet Fall Material,3/8/2016,CST,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,3/16/2016,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,5/10/2016,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,5/29/2016,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,7/6/2016,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,8/20/2016,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,8/31/2016,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,9/25/2016,CDT,USGS-08195000,Dissolved,0.007,ug/l,29.488565,-99.7047756
USGS-TX,Water,Surface Water,10/25/2016,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,12/13/2016,CST,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,3/22/2017,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,7/19/2017,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,12/6/2017,CST,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,7/25/2018,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,9/18/2018,CDT,USGS-08195000,Dissolved,NA,No Unit,29.488565,-99.7047756
USGS-TX,Water,Surface Water,5/29/2016,CDT,USGS-08202600,Dissolved,NA,No Unit,29.4396667,-99.2848889
USGS-TX,Water,Surface Water,2/17/2016,CST,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,4/20/2016,CDT,USGS-08475000,Dissolved,1.04,ng/l,25.8767479,-97.454426
USGS-TX,Water,Surface Water,6/15/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,7/7/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,7/20/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,8/2/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,8/18/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,9/8/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,9/22/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,10/12/2016,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,11/8/2016,CST,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,12/6/2016,CST,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,2/7/2017,CST,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,4/4/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,6/7/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,7/11/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,7/25/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,8/8/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,8/22/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,9/6/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,9/19/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,10/18/2017,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,11/14/2017,CST,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,12/12/2017,CST,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,2/6/2018,CST,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,4/10/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,6/12/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,7/10/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,7/25/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,8/8/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,8/21/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,9/7/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,9/18/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,10/16/2018,CDT,USGS-08475000,Dissolved,NA,No Unit,25.8767479,-97.454426
USGS-TX,Water,Surface Water,11/14/2018,CST,USGS-08475000,,NA,No Unit,25.8767479,-97.454426
